単語, SVL, 回数
litigation, 11, 20
lob, 11, 31
logging, 11, 31
loophole, 11, 39
lore, 11, 6
ludicrous, 11, 6
lurch, 11, 7
lurid, 11, 3
lush, 11, 8
magnolia, 11, 1
luster, 11, 8
makeshift, 11, 29
malaise, 11, 10
malign, 11, 9
mannerism, 11, 6
marquee, 11, 10
marrow, 11, 9
mason, 11, 69
masterly, 11, 1
maverick, 11, 15
measles, 11, 129
meander, 11, 6
meltdown, 11, 33
menopause, 11, 0
metabolism, 11, 5
metaphysical, 11, 0
microbe, 11, 25
meteor, 11, 3
middleman, 11, 7
milieu, 11, 2
mirage, 11, 6
miscarriage, 11, 15
misdemeanor, 11, 5
misgiving, 11, 6
mitigate, 11, 40
mole, 11, 11
morbid, 11, 11
mortify, 11, 1
moribund, 11, 7
motley, 11, 13
mounting, 11, 73
mule, 11, 9
mull, 11, 9
mural, 11, 13
murky, 11, 26
nag, 11, 1
mutant, 11, 9
narrate, 11, 10
nasal, 11, 7
nausea, 11, 8
nestle, 11, 21
neural, 11, 6
nibble, 11, 1
neuron, 11, 26
nimble, 11, 3
nipple, 11, 6
nitrogen, 11, 15
nominal, 11, 22
nudge, 11, 36
null, 11, 6
nuptial, 11, 0
nutty, 11, 0
obese, 11, 9
obscenity, 11, 8
obnoxious, 11, 2
obsessive, 11, 4
omen, 11, 2
ominous, 11, 19
onslaught, 11, 37
ooze, 11, 5
opaque, 11, 20
opium, 11, 15
optic, 11, 13
opus, 11, 2
oracle, 11, 21
ordinance, 11, 5
orgy, 11, 8
outspoken, 11, 35
outstrip, 11, 7
ovation, 11, 32
overblown, 11, 12
overdose, 11, 8
overly, 11, 40
overriding, 11, 12
overshadow, 11, 28
overture, 11, 10
palpable, 11, 14
palatable, 11, 4
panther, 11, 26
pamper, 11, 8
paranoia, 11, 8
parity, 11, 18
parochial, 11, 6
pathology, 11, 3
patriarch, 11, 7
patrician, 11, 4
patronage, 11, 4
patronize, 11, 0
payroll, 11, 21
peddle, 11, 12
pedigree, 11, 13
penchant, 11, 9
perennial, 11, 24
perimeter, 11, 32
perjury, 11, 3
perk, 11, 25
perky, 11, 0
pernicious, 11, 2
perpetrate, 11, 11
persona, 11, 28
petal, 11, 2
pew, 11, 53
phantom, 11, 29
pharmaceutical, 11, 44
philanthropy, 11, 17
picket, 11, 5
pilgrimage, 11, 26
pimp, 11, 4
pitfall, 11, 11
pivot, 11, 19
pivotal, 11, 33
placate, 11, 5
placebo, 11, 17
plagiarism, 11, 0
platoon, 11, 3
plaza, 11, 27
pleading, 11, 22
plush, 11, 10
plywood, 11, 3
pneumonia, 11, 44
pod, 11, 25
poignant, 11, 18
poised, 11, 63
pollen, 11, 2
pore, 11, 12
portal, 11, 19
precinct, 11, 3
posh, 11, 16
precocious, 11, 6
precursor, 11, 11
predatory, 11, 4
predicament, 11, 8
prelude, 11, 5
preposterous, 11, 6
primate, 11, 7
pristine, 11, 16
probation, 11, 23
procurement, 11, 27
prodigious, 11, 4
prodigy, 11, 10
profane, 11, 3
proffer, 11, 6
proliferate, 11, 10
prolific, 11, 31
pronounced, 11, 35
proprietary, 11, 331
proprietor, 11, 3
prostitution, 11, 53
protagonist, 11, 31
prowess, 11, 15
pseudo, 11, 12
pseudonym, 11, 10
psyche, 11, 7
pun, 11, 14
puncture, 11, 6
pundit, 11, 54
punitive, 11, 16
putt, 11, 95
putative, 11, 1
quadruple, 11, 11
quagmire, 11, 1
quantum, 11, 17
quash, 11, 17
quell, 11, 24
quintessential, 11, 6
quip, 11, 17
quirk, 11, 6
rabid, 11, 4
raider, 11, 15
rampant, 11, 27
rampart, 11, 0
rancor, 11, 2
ransom, 11, 247
rant, 11, 16
rapport, 11, 9
rapprochement, 11, 30
rationale, 11, 20
raucous, 11, 18
recalcitrant, 11, 6
reactionary, 11, 1
rebuff, 11, 10
reconnaissance, 11, 32
recoup, 11, 18
reflex, 11, 9
rectitude, 11, 1
regal, 11, 4
regimen, 11, 10
registry, 11, 16
reinstate, 11, 37
relapse, 11, 5
relinquish, 11, 12
remorse, 11, 24
rendezvous, 11, 5
rendition, 11, 17
renegade, 11, 2
renovate, 11, 14
replenish, 11, 7
replicate, 11, 55
reprimand, 11, 12
requisite, 11, 2
resilient, 11, 30
resonant, 11, 9
respiratory, 11, 19
respectability, 11, 2
respite, 11, 5
resurrect, 11, 18
resurrection, 11, 4
retaliate, 11, 33
retaliation, 11, 72
retina, 11, 2
retribution, 11, 11
revamp, 11, 61
reverberate, 11, 18
revile, 11, 13
revitalize, 11, 21
revoke, 11, 27
revulsion, 11, 5
rife, 11, 23
rigor, 11, 7
rivet, 11, 18
roach, 11, 5
rodent, 11, 7
romp, 11, 18
roster, 11, 49
rout, 11, 68
rove, 11, 13
rover, 11, 43
rowdy, 11, 14
rue, 11, 19
rueful, 11, 3
rupture, 11, 37
sag, 11, 77
salvage, 11, 32
sanctity, 11, 9
sanguine, 11, 2
savior, 11, 2
sardonic, 11, 1
scalp, 11, 10
schizophrenia, 11, 4
scathing, 11, 17
scoff, 11, 9
scour, 11, 27
scourge, 11, 17
screech, 11, 6
scuttle, 11, 11
scrupulous, 11, 2
secede, 11, 5
sectarian, 11, 99
sedative, 11, 10
seductive, 11, 6
seedy, 11, 8
seep, 11, 7
seismic, 11, 9
seminal, 11, 8
seminary, 11, 12
sewage, 11, 14
sexist, 11, 33
shackle, 11, 11
shear, 11, 14
sheen, 11, 7
shoddy, 11, 1
shingle, 11, 1
sickle, 11, 2
sideline, 11, 154
sierra, 11, 277
sire, 11, 1
sizable, 11, 16
skinner, 11, 8
skirmish, 11, 17
sleazy, 11, 3
sleek, 11, 16
sliver, 11, 3
slouch, 11, 2
sludge, 11, 3
slur, 11, 15
smug, 11, 1
smite, 11, 6
smirk, 11, 0
snag, 11, 10
snarl, 11, 4
sodium, 11, 14
solace, 11, 6
somber, 11, 17
sordid, 11, 8
sparse, 11, 7
spate, 11, 52
spearhead, 11, 18
spinal, 11, 7
specter, 11, 25
splice, 11, 2
spook, 11, 22
sporadic, 11, 27
spree, 11, 31
sprint, 11, 59
spurn, 11, 20
sputter, 11, 10
squadron, 11, 1
squabble, 11, 8
squander, 11, 24
squeal, 11, 4
squint, 11, 0
squirm, 11, 4
stagnant, 11, 34
stagnation, 11, 42
stalemate, 11, 22
stalwart, 11, 22
stately, 11, 5
staunch, 11, 38
stealth, 11, 26
stave, 11, 29
stein, 11, 10
stellar, 11, 34
stigma, 11, 32
stint, 11, 42
stockpile, 11, 31
strew, 11, 20
stricken, 11, 42
strident, 11, 6
stringent, 11, 29
stronghold, 11, 86
stunt, 11, 59
subversive, 11, 3
sumptuous, 11, 5
subvert, 11, 7
succumb, 11, 25
supplant, 11, 2
supple, 11, 2
surrogate, 11, 18
surcharge, 11, 41
susceptible, 11, 20
swagger, 11, 15
sweeping, 11, 79
swoon, 11, 9
tacit, 11, 18
tally, 11, 89
tamper, 11, 17
tangled, 11, 17
tantalizing, 11, 6
tantrum, 11, 11
tarnish, 11, 21
taunt, 11, 23
taut, 11, 5
tawdry, 11, 0
teem, 11, 7
tenacious, 11, 11
tenet, 11, 5
tenor, 11, 6
terse, 11, 7
tepid, 11, 18
tenuous, 11, 9
terrain, 11, 28
testimonial, 11, 6
theological, 11, 6
throttle, 11, 25
thug, 11, 17
thwart, 11, 57
tier, 11, 113
tinge, 11, 3
tome, 11, 5
torpedo, 11, 8
torso, 11, 7
touchy, 11, 1
tout, 11, 82
towering, 11, 21
township, 11, 41
trajectory, 11, 46
translucent, 11, 4
treason, 11, 2
tremor, 11, 6
tribune, 11, 12
trooper, 11, 6
troupe, 11, 15
trudge, 11, 5
truce, 11, 113
tuberculosis, 11, 18
tumultuous, 11, 22
turner, 11, 58
turnout, 11, 39
ubiquitous, 11, 21
ultimatum, 11, 32
uncanny, 11, 7
unearth, 11, 24
unilateral, 11, 26
unravel, 11, 33
unruly, 11, 43
upbeat, 11, 34
upbringing, 11, 21
uproar, 11, 35
upshot, 11, 19
upstart, 11, 17
vandalism, 11, 15
vanguard, 11, 12
veer, 11, 20
vengeance, 11, 20
verification, 11, 23
veritable, 11, 5
vernacular, 11, 6
vibrant, 11, 50
vigil, 11, 18
vie, 11, 47
vigilant, 11, 23
vindicate, 11, 14
vindication, 11, 7
waive, 11, 11
waiver, 11, 2
wane, 11, 52
warden, 11, 11
watershed, 11, 23
warren, 11, 157
wayward, 11, 16
whack, 11, 12
whiff, 11, 6
whimsical, 11, 11
whine, 11, 12
whirlwind, 11, 5
whisk, 11, 5
wield, 11, 49
whore, 11, 13
windfall, 11, 25
withdrawn, 11, 68
wizard, 11, 37
wobble, 11, 13
womb, 11, 2
wrangle, 11, 11
wrath, 11, 18
writ, 11, 3
zealot, 11, 6
zinc, 11, 6
abate, 12, 18
abdicate, 12, 7
abdominal, 12, 3
abhor, 12, 3
abhorrent, 12, 7
abject, 12, 4
abominable, 12, 3
accede, 12, 9
abreast, 12, 0
accession, 12, 5
acclamation, 12, 0
accolade, 12, 27
acorn, 12, 0
acquiescence, 12, 2
acreage, 12, 0
acrid, 12, 2
adjourn, 12, 14
adjunct, 12, 5
adage, 12, 8
admonition, 12, 2
aegis, 12, 1
affront, 12, 9
affectation, 12, 0
afield, 12, 6
afoot, 12, 9
aft, 12, 1
aggregation, 12, 1
agile, 12, 7
ail, 12, 2
agrarian, 12, 5
airtight, 12, 1
alderman, 12, 1
algae, 12, 6
alignment, 12, 4
allay, 12, 11
allegory, 12, 3
altercation, 12, 18
amalgamate, 12, 0
amble, 12, 5
amenable, 12, 4
amity, 12, 0
amphibian, 12, 3
amends, 12, 13
amphitheater, 12, 1
ancillary, 12, 3
angler, 12, 2
annexation, 12, 53
annihilate, 12, 6
anorexia, 12, 0
antagonize, 12, 6
antecedent, 12, 1
anteroom, 12, 0
antic, 12, 10
antigen, 12, 1
antiseptic, 12, 1
antithesis, 12, 1
anvil, 12, 4
aperture, 12, 3
apex, 12, 2
apparition, 12, 0
appraise, 12, 5
arable, 12, 2
arbitration, 12, 20
armistice, 12, 2
armpit, 12, 2
arousal, 12, 5
arsenic, 12, 4
articulation, 12, 2
assail, 12, 7
artifice, 12, 0
assay, 12, 2
assessor, 12, 2
assimilation, 12, 13
astern, 12, 1
asunder, 12, 2
atheist, 12, 25
atone, 12, 9
attire, 12, 21
augment, 12, 17
auspicious, 12, 4
autism, 12, 47
auxiliary, 12, 3
avarice, 12, 2
averse, 12, 26
aviary, 12, 0
bale, 12, 79
ballast, 12, 3
baloney, 12, 0
balm, 12, 2
bandit, 12, 18
barrow, 12, 22
bashful, 12, 2
batten, 12, 5
beget, 12, 6
belie, 12, 10
benevolence, 12, 0
bequeath, 12, 5
bereaved, 12, 2
berth, 12, 32
beseech, 12, 4
biceps, 12, 6
bilateral, 12, 86
bile, 12, 14
billow, 12, 13
binary, 12, 3
binocular, 12, 0
bison, 12, 1
blanch, 12, 1
blasphemy, 12, 47
blemish, 12, 6
blithe, 12, 0
bode, 12, 24
borough, 12, 15
bountiful, 12, 1
bovine, 12, 10
breadwinner, 12, 4
brevity, 12, 2
bridle, 12, 3
bromide, 12, 0
brunt, 12, 32
bronchitis, 12, 2
brusque, 12, 2
buggy, 12, 11
bunk, 12, 5
buttock, 12, 8
cactus, 12, 6
cadence, 12, 2
callous, 12, 4
canopy, 12, 6
cant, 12, 0
canteen, 12, 5
canvass, 12, 3
caprice, 12, 0
capricious, 12, 6
carousel, 12, 5
casket, 12, 4
carcinogen, 12, 6
cataclysm, 12, 0
cataract, 12, 13
caustic, 12, 5
cavalier, 12, 36
cavalry, 12, 9
cavern, 12, 5
cessation, 12, 32
charlatan, 12, 1
chaste, 12, 0
chaff, 12, 0
chastise, 12, 5
chauvinism, 12, 0
chivalry, 12, 0
chlorine, 12, 15
chronology, 12, 4
chum, 12, 1
circumference, 12, 4
circumscribe, 12, 2
circumspect, 12, 4
cistern, 12, 1
citadel, 12, 6
claimant, 12, 9
clairvoyant, 12, 0
claustrophobia, 12, 1
cleavage, 12, 4
cleave, 12, 1
clump, 12, 3
coerce, 12, 9
coddle, 12, 5
coercion, 12, 12
cognition, 12, 7
colitis, 12, 3
collusion, 12, 14
complainant, 12, 10
combustion, 12, 2
compliant, 12, 7
compost, 12, 1
concave, 12, 1
conciliate, 12, 0
conciliatory, 12, 15
concomitant, 12, 3
concordance, 12, 0
condescend, 12, 2
confederation, 12, 71
confetti, 12, 5
condolence, 12, 72
confluence, 12, 8
congregate, 12, 4
connotation, 12, 9
consecrate, 12, 3
conservatory, 12, 5
constellation, 12, 26
consignment, 12, 3
consternation, 12, 4
constipation, 12, 9
constrict, 12, 4
consummation, 12, 0
contagion, 12, 12
contravene, 12, 3
convalescence, 12, 0
convulsion, 12, 7
copious, 12, 0
coop, 12, 8
cordon, 12, 9
corollary, 12, 0
coroner, 12, 23
corroboration, 12, 2
corrode, 12, 1
cot, 12, 0
cove, 12, 3
cower, 12, 4
creak, 12, 8
crease, 12, 11
crevice, 12, 1
cringe, 12, 5
crochet, 12, 2
crucifixion, 12, 8
crux, 12, 8
cryptic, 12, 4
crypt, 12, 8
curio, 12, 1
cursory, 12, 5
dab, 12, 2
daft, 12, 4
dally, 12, 1
daub, 12, 1
daunt, 12, 0
deafening, 12, 4
debit, 12, 14
decadence, 12, 1
decentralize, 12, 1
decimate, 12, 14
decorum, 12, 3
decoy, 12, 2
decrepit, 12, 1
deforestation, 12, 13
dejected, 12, 6
delineation, 12, 1
delinquency, 12, 4
delirium, 12, 2
delirious, 12, 0
deliverance, 12, 0
demarcation, 12, 12
demography, 12, 4
demoralize, 12, 7
demure, 12, 5
depletion, 12, 5
denunciation, 12, 4
deplorable, 12, 5
depraved, 12, 1
derelict, 12, 7
derisive, 12, 2
dermatologist, 12, 1
derogatory, 12, 2
despondent, 12, 0
despotic, 12, 1
destitution, 12, 0
deterrence, 12, 6
detest, 12, 1
detour, 12, 8
detract, 12, 12
detriment, 12, 13
detrimental, 12, 15
deviate, 12, 20
devolution, 12, 8
diabolic, 12, 0
diagonal, 12, 3
dialectic, 12, 0
dichotomy, 12, 0
diction, 12, 0
diffident, 12, 0
dike, 12, 1
dilapidated, 12, 3
dilate, 12, 7
dinghy, 12, 5
dingy, 12, 1
discerning, 12, 3
discomfiture, 12, 0
discrete, 12, 4
disheveled, 12, 4
dislodge, 12, 17
dispensary, 12, 3
dissect, 12, 8
disseminate, 12, 20
dissertation, 12, 2
dissipate, 12, 13
dissonance, 12, 0
distal, 12, 0
divergent, 12, 6
docile, 12, 0
doldrums, 12, 7
domicile, 12, 0
downcast, 12, 0
douse, 12, 9
dribble, 12, 22
drizzle, 12, 3
drudgery, 12, 2
duchy, 12, 1
dune, 12, 11
dung, 12, 10
earthen, 12, 1
eavesdrop, 12, 3
ecclesiastical, 12, 0
eddy, 12, 5
efface, 12, 1
edify, 12, 0
effervescent, 12, 5
egalitarian, 12, 3
elation, 12, 3
ellipse, 12, 3
emancipate, 12, 0
elucidate, 12, 0
embankment, 12, 3
embezzle, 12, 10
embellish, 12, 4
embroidery, 12, 4
embryonic, 12, 5
emissary, 12, 0
encroach, 12, 3
engender, 12, 5
enjoin, 12, 0
enshrine, 12, 11
enunciate, 12, 1
ephemeral, 12, 12
environs, 12, 0
epilepsy, 12, 3
epitome, 12, 3
epitomize, 12, 5
equestrian, 12, 21
escapade, 12, 0
esophagus, 12, 6
esoteric, 12, 5
evict, 12, 6
eviction, 12, 9
ewe, 12, 7
exasperation, 12, 6
excavate, 12, 10
exchequer, 12, 2
exemplar, 12, 2
exhortation, 12, 1
exorbitant, 12, 8
exorcise, 12, 0
expedient, 12, 1
expedite, 12, 9
exponent, 12, 1
expound, 12, 6
extemporaneous, 12, 0
extradite, 12, 55
extricate, 12, 7
extrovert, 12, 4
exude, 12, 10
fabrication, 12, 8
facetious, 12, 0
fallacy, 12, 4
fastidious, 12, 0
fauna, 12, 3
feasibility, 12, 12
fern, 12, 1
filial, 12, 1
fiend, 12, 1
filth, 12, 0
finery, 12, 3
fir, 12, 5
fission, 12, 2
fissure, 12, 4
fitful, 12, 1
flabby, 12, 1
flail, 12, 11
fleece, 12, 5
flinch, 12, 5
flippant, 12, 4
flit, 12, 1
flora, 12, 7
fluctuate, 12, 20
fluff, 12, 2
fluoride, 12, 8
fluffy, 12, 10
foliage, 12, 6
foolhardy, 12, 0
foolproof, 12, 4
forage, 12, 7
foreclose, 12, 8
forfeit, 12, 8
fortitude, 12, 6
forte, 12, 4
forgery, 12, 3
foundry, 12, 0
foyer, 12, 1
friar, 12, 1
frock, 12, 0
froth, 12, 1
frugality, 12, 0
functionary, 12, 2
fudge, 12, 3
furlough, 12, 0
furtive, 12, 3
futility, 12, 3
fuselage, 12, 89
fussy, 12, 4
galley, 12, 0
garnish, 12, 1
garish, 12, 1
gaunt, 12, 3
gentile, 12, 6
germinate, 12, 0
genus, 12, 9
gill, 12, 15
gilt, 12, 3
glacial, 12, 8
glint, 12, 2
gird, 12, 3
glucose, 12, 5
glutton, 12, 0
goblin, 12, 0
gradient, 12, 3
graphite, 12, 4
grate, 12, 3
gratuitous, 12, 0
gratuity, 12, 7
groin, 12, 31
grubby, 12, 3
gullible, 12, 1
gully, 12, 3
gurgle, 12, 0
gusto, 12, 7
hackneyed, 12, 1
haggard, 12, 2
hangar, 12, 4
haphazard, 12, 6
hark, 12, 2
harrow, 12, 2
hatchet, 12, 1
hearsay, 12, 2
hedgehog, 12, 2
hedonism, 12, 1
hem, 12, 7
hemorrhage, 12, 5
heretic, 12, 6
hermit, 12, 1
hiccup, 12, 10
hoarse, 12, 3
hoist, 12, 11
homogeneous, 12, 1
humdrum, 12, 1
husk, 12, 2
hypnosis, 12, 0
ignoble, 12, 1
illustrious, 12, 14
imbue, 12, 4
immaterial, 12, 3
immaculate, 12, 10
immemorial, 12, 0
immunize, 12, 11
impassive, 12, 0
impersonate, 12, 1
impel, 12, 1
impertinent, 12, 1
impervious, 12, 2
impinge, 12, 3
impetuous, 12, 0
impudent, 12, 0
inadvertent, 12, 9
incandescent, 12, 1
inception, 12, 12
incinerator, 12, 3
incongruity, 12, 0
incredulous, 12, 4
incongruous, 12, 3
incursion, 12, 20
indemnity, 12, 0
indolent, 12, 0
induction, 12, 14
ineligible, 12, 29
inert, 12, 1
infallible, 12, 4
infirm, 12, 5
infatuation, 12, 0
infirmity, 12, 0
iniquity, 12, 0
inlaid, 12, 0
infringe, 12, 17
inlet, 12, 2
innuendo, 12, 3
inquisitive, 12, 0
inscribe, 12, 3
inscrutable, 12, 1
insecticide, 12, 7
insipid, 12, 2
insomnia, 12, 0
instigate, 12, 16
insolent, 12, 0
insular, 12, 6
insulation, 12, 3
insurmountable, 12, 7
intangible, 12, 7
interdisciplinary, 12, 6
interlock, 12, 3
interlude, 12, 3
interminable, 12, 2
intoxication, 12, 2
iris, 12, 21
irredeemable, 12, 2
introspection, 12, 1
irksome, 12, 1
irrevocable, 12, 1
itinerant, 12, 1
itinerary, 12, 20
javelin, 12, 7
jeer, 12, 12
jostle, 12, 13
jubilee, 12, 2
jovial, 12, 1
judicious, 12, 2
jut, 12, 6
juxtaposition, 12, 1
keel, 12, 3
keynote, 12, 10
kerosene, 12, 3
kiln, 12, 1
kickback, 12, 7
kindred, 12, 7
kinetic, 12, 5
knell, 12, 6
lagoon, 12, 6
lair, 12, 2
laity, 12, 0
languid, 12, 1
lateral, 12, 8
lathe, 12, 2
lattice, 12, 5
laudable, 12, 0
lava, 12, 13
leaden, 12, 1
ledger, 12, 1
leech, 12, 2
legible, 12, 0
lenient, 12, 14
lesion, 12, 5
lethargic, 12, 5
ligament, 12, 31
liquidate, 12, 6
lisp, 12, 0
listless, 12, 2
lithe, 12, 1
lobe, 12, 8
litigant, 12, 1
locus, 12, 1
loiter, 12, 0
longitude, 12, 1
lubricate, 12, 2
lucid, 12, 3
lunge, 12, 5
lusty, 12, 1
lynx, 12, 5
mackerel, 12, 0
maggot, 12, 0
malady, 12, 5
magnate, 12, 14
mane, 12, 12
manipulator, 12, 3
malevolent, 12, 2
matron, 12, 1
matrimony, 12, 3
membrane, 12, 15
memento, 12, 9
menial, 12, 2
mercenary, 12, 4
merriment, 12, 0
miscellaneous, 12, 0
mirth, 12, 1
mite, 12, 1
moat, 12, 0
modulate, 12, 0
molding, 12, 3
molest, 12, 5
monastic, 12, 0
moot, 12, 11
morose, 12, 3
mortuary, 12, 5
muck, 12, 3
muffle, 12, 3
mumps, 12, 8
municipality, 12, 27
mutiny, 12, 0
mutilate, 12, 14
muzzle, 12, 8
narcissus, 12, 2
naught, 12, 0
nave, 12, 2
negate, 12, 6
nettle, 12, 0
neurosis, 12, 0
nil, 12, 1
nocturnal, 12, 2
nitrate, 12, 0
node, 12, 2
nomad, 12, 2
nonchalant, 12, 0
nondescript, 12, 2
nook, 12, 1
nostril, 12, 3
noxious, 12, 3
nullify, 12, 5
obituary, 12, 18
oblique, 12, 2
obstetrician, 12, 4
obtrusive, 12, 0
ode, 12, 8
ointment, 12, 1
offshoot, 12, 26
omnipotent, 12, 1
omniscient, 12, 0
omnivorous, 12, 1
oneness, 12, 2
onerous, 12, 12
onlooker, 12, 8
onus, 12, 2
opinionated, 12, 5
optimal, 12, 18
optimum, 12, 18
orchid, 12, 4
oscillate, 12, 1
orator, 12, 0
ostensible, 12, 0
ostentatious, 12, 3
ostracism, 12, 3
otter, 12, 12
outlay, 12, 15
outwit, 12, 2
overrate, 12, 2
overbearing, 12, 0
ovary, 12, 2
overtone, 12, 3
oxide, 12, 6
pacify, 12, 2
padlock, 12, 10
pall, 12, 4
panacea, 12, 5
panhandle, 12, 0
parson, 12, 0
passbook, 12, 0
pathological, 12, 2
patter, 12, 0
peal, 12, 2
pedagogy, 12, 0
pedantic, 12, 1
peddler, 12, 0
peevish, 12, 0
pellet, 12, 27
pelvis, 12, 2
penance, 12, 0
pelt, 12, 6
pensive, 12, 2
peppery, 12, 0
perfunctory, 12, 3
periphery, 12, 10
periscope, 12, 2
permeate, 12, 10
perpendicular, 12, 1
persimmon, 12, 2
pert, 12, 1
peruse, 12, 5
petulant, 12, 4
pheasant, 12, 2
phosphorus, 12, 3
physiology, 12, 8
pigment, 12, 6
piecemeal, 12, 6
pilfer, 12, 2
pike, 12, 27
pillage, 12, 4
pique, 12, 11
plaintive, 12, 3
plebiscite, 12, 0
plenary, 12, 5
plethora, 12, 2
plod, 12, 2
plumage, 12, 0
plumb, 12, 8
polarize, 12, 20
polemic, 12, 1
polyglot, 12, 1
pomp, 12, 3
pompous, 12, 2
ponderous, 12, 3
poppy, 12, 15
porous, 12, 11
posthumous, 12, 9
postulate, 12, 1
potassium, 12, 3
pounce, 12, 22
pout, 12, 1
precept, 12, 2
precedence, 12, 4
precipice, 12, 4
precipitation, 12, 5
predisposition, 12, 3
precipitous, 12, 1
premonition, 12, 1
preponderance, 12, 3
prerequisite, 12, 8
prerogative, 12, 10
prim, 12, 1
presage, 12, 3
primordial, 12, 7
privy, 12, 3
procrastinate, 12, 3
prodigal, 12, 1
profusion, 12, 1
prognosis, 12, 9
projectile, 12, 6
promiscuous, 12, 2
promontory, 12, 0
propagate, 12, 14
propensity, 12, 3
prosaic, 12, 2
proscribe, 12, 2
prospectus, 12, 2
prostrate, 12, 3
protrude, 12, 5
puberty, 12, 6
proviso, 12, 2
psalm, 12, 0
pungent, 12, 4
purr, 12, 2
quail, 12, 0
quarantine, 12, 21
quaver, 12, 1
quay, 12, 4
quench, 12, 3
quorum, 12, 0
rabies, 12, 8
ransack, 12, 20
ramification, 12, 9
rapt, 12, 1
ratification, 12, 4
rasp, 12, 0
raze, 12, 10
rebuttal, 12, 22
recluse, 12, 1
recoil, 12, 3
recompense, 12, 1
recrimination, 12, 5
recuperate, 12, 2
redress, 12, 10
reimburse, 12, 5
reiterate, 12, 85
rejoinder, 12, 1
rejuvenate, 12, 10
reminisce, 12, 9
remission, 12, 2
reparation, 12, 4
repatriate, 12, 17
repellent, 12, 9
replete, 12, 3
reprieve, 12, 12
repudiate, 12, 6
repulse, 12, 5
rescind, 12, 9
residual, 12, 10
resplendent, 12, 2
restitution, 12, 2
resuscitate, 12, 1
retract, 12, 29
revel, 12, 19
reverie, 12, 2
rind, 12, 0
roost, 12, 1
rostrum, 12, 0
rotor, 12, 3
roundup, 12, 6
rudder, 12, 1
ruddy, 12, 2
rudimentary, 12, 5
ruffle, 12, 10
ruminate, 12, 1
rummage, 12, 0
sabbath, 12, 2
rut, 12, 10
sabbatical, 12, 7
rump, 12, 5
sacrilegious, 12, 2
sagacious, 12, 0
saliva, 12, 10
salient, 12, 4
salutary, 12, 1
satchel, 12, 0
saturation, 12, 6
schematic, 12, 7
schism, 12, 2
scowl, 12, 6
scrabble, 12, 0
scruple, 12, 0
scruffy, 12, 4
scuffle, 12, 14
scum, 12, 4
secession, 12, 7
seclude, 12, 0
secluded, 12, 8
secrete, 12, 2
sedate, 12, 12
sedentary, 12, 4
seethe, 12, 2
sediment, 12, 10
semantic, 12, 0
sentry, 12, 4
senile, 12, 1
sequester, 12, 1
serum, 12, 2
serviceman, 12, 28
sewerage, 12, 3
servile, 12, 0
sheath, 12, 1
shin, 12, 158
shifty, 12, 1
shoal, 12, 4
sieve, 12, 3
sinew, 12, 1
skipper, 12, 50
slacken, 12, 2
slander, 12, 11
slapstick, 12, 5
sleigh, 12, 1
slither, 12, 4
slough, 12, 2
sluice, 12, 1
slovenly, 12, 0
smolder, 12, 5
smudge, 12, 4
snip, 12, 6
snooze, 12, 3
sod, 12, 1
sodden, 12, 2
soggy, 12, 1
solstice, 12, 0
sojourn, 12, 2
solvent, 12, 1
sorcerer, 12, 3
sortie, 12, 1
specious, 12, 0
spar, 12, 19
spire, 12, 0
sprig, 12, 0
sprite, 12, 0
sprightly, 12, 0
spruce, 12, 2
squalid, 12, 4
spurious, 12, 1
squalor, 12, 0
squat, 12, 6
squatter, 12, 2
squeamish, 12, 4
squid, 12, 5
squirt, 12, 1
stag, 12, 1
stagnate, 12, 17
stallion, 12, 13
stead, 12, 26
stealthy, 12, 8
stench, 12, 4
stenographer, 12, 0
sterilize, 12, 2
stocky, 12, 2
stow, 12, 5
stratum, 12, 1
stricture, 12, 13
stubble, 12, 4
stuffy, 12, 5
stupendous, 12, 1
stupor, 12, 1
subjugate, 12, 0
subsistence, 12, 6
substantiate, 12, 9
subterranean, 12, 3
subversion, 12, 7
succinct, 12, 3
succulent, 12, 2
suffocate, 12, 6
suffrage, 12, 16
sulk, 12, 4
sultan, 12, 12
sultry, 12, 2
sundry, 12, 1
superimpose, 12, 5
supersede, 12, 9
surly, 12, 5
susceptibility, 12, 2
swindle, 12, 3
swine, 12, 3
synod, 12, 1
synopsis, 12, 0
syntax, 12, 1
tableau, 12, 4
tadpole, 12, 6
talisman, 12, 12
talon, 12, 0
tantalize, 12, 1
tardy, 12, 4
tempestuous, 12, 3
tarry, 12, 3
tenancy, 12, 0
tenement, 12, 1
tentacle, 12, 4
terminology, 12, 20
terrestrial, 12, 16
tetanus, 12, 2
tether, 12, 5
thatch, 12, 7
therein, 12, 2
thesaurus, 12, 1
thimble, 12, 0
thoroughfare, 12, 6
thoroughbred, 12, 6
thrash, 12, 22
thrifty, 12, 0
threadbare, 12, 5
tithe, 12, 1
thud, 12, 3
toad, 12, 4
tongs, 12, 1
topography, 12, 0
totter, 12, 3
tranquilize, 12, 1
transitory, 12, 2
tremulous, 12, 0
trident, 12, 0
trite, 12, 0
tropic, 12, 3
trough, 12, 3
truant, 12, 0
turnpike, 12, 3
twitter, 12, 1215
typhoid, 12, 3
uncouth, 12, 1
underpin, 12, 26
undue, 12, 7
unequivocal, 12, 11
unfurl, 12, 18
ungainly, 12, 1
unkempt, 12, 1
unscathed, 12, 11
